Satrix Managers (Pty) Limited,Satrix Managers (Pty) Limited,84104474442.0
Schroder Investment Management (Europe) S.A.,Schroder,267600928302.0
Seed Investment Consultants (Pty) Limited,Seed Investment Consultants (Pty) Limited,3417973292.0
Select Manager (Pty) Ltd,Select Manager (Pty) Ltd,6140879968.0
Sentio Capital Management (Pty) Ltd,Sentio Capital Management (Pty) Ltd,33863239.0
Sentio Capital Managers,Sentio Capital Managers,1155479500.0
Sequoia,Sequoia,463269602.0
Sequoia Capital Management (Pty) Ltd,Sequoia Capital Management (Pty) Ltd,1712154405.0
Sesfikile Capital,Sesfikile Capital,5767495959.0
Signature Private Clients,Signature Private Clients,629087640.0
Simplisiti Asset Management,Simplisiti Asset Management,509472895.0
Skyblue Fund Managers,Skyblue Fund Managers,7647036007.0
SouthChester Investment Managers,SouthChester Investment Managers,3166050336.0
Southern Charter Fund Managers,Southern Charter Fund Managers,2808492785.0
Southern Right Capital SA,Southern Right Capital SA,727448135.0
SouthernCross Capital,SouthernCross Capital,88560605.0
Standard Bank Namibia UT Mgmt,Standard Bank Namibia UT Mgmt,4738075.0
Star Investment Partners,Star Investment Partners,2427244282.0
Starfundsai,Starfundsai,631242506.0
Steer Capital (Pty Ltd),Steer Capital (Pty Ltd),370065574.0
Stenham Asset Management (UK) plc,Stenham Asset Management (UK) plc,1968327861.0
Sterling Investments Management Ltd,Sterling Investments Management Ltd,254295402.0
Sterling Private Client Asset Management (Pty) Limited,Sterling Private Client Asset Management (Pty) Limited,774355155.0
Steyn Capital Management,Steyn Capital Management,1099607747.0
Stone Harbor Investment Partners Limited,Stone Harbor Investment Partners Limited,4323142373.0
Stonehage Fleming Investment Management (South Africa) (Pty) Ltd,Stonehage Fleming Investment Management (South Africa) (Pty) Ltd,5184161573.0
Stonehage Fleming Investment Management Limited,Stonehage Fleming Investment Management Limited,35332425498.0
Strategic Capital Partners,Strategic Capital Partners,45500164.0
Stylo Investments (Pty) Ltd,Stylo Investments (Pty) Ltd,1594462166.0
Sygnia Asset Management (Pty) Ltd,Sygnia Asset Management (Pty) Ltd,40585878738.0
Symmetry,Symmetry,68891413862.0
Synergy Multi Managers (Pty) Ltd,Synergy Multi Managers (Pty) Ltd,2840308163.0
T. Rowe Price (Luxembourg) Management S.à r.l.,T. Rowe Price,149213346317.0
T. Rowe Price International Ltd,T. Rowe Price,115320587.0
TBI Investment Managers (Pty) Ltd,TBI Investment Managers (Pty) Ltd,7343942.0
Taquanta Asset Managers,Taquanta Asset Managers,8577081902.0
Tempo Fund Managers (Pty) Ltd,Tempo Fund Managers (Pty) Ltd,166480498.0
Terebinth Capital (Pty) Ltd,Terebinth Capital (Pty) Ltd,2969907103.0
The Capital Incubator,The Capital Incubator,3170572721.0
The Robert Group (Pty) Ltd,The Robert Group (Pty) Ltd,3030759137.0
Thyme Wealth Management (Pty) Ltd,Thyme Wealth Management (Pty) Ltd,687893471.0
Tresor Wealth (Pty) Ltd,Tresor Wealth (Pty) Ltd,1010928111.0
Truffle Asset Management,Truffle Asset Management,33506975793.0
UBAM,UBAM,132053702.0
UBP Asset Management (Europe) S.A.,UBP Asset Management (Europe) S.A.,1517441077.0
UBS Asset Management (Europe) S.A.,UBS,11222583746.0
Umbra Capital Partners,Umbra Capital Partners,1499144400.0
Umthombo Wealth Pty Ltd,Umthombo Wealth Pty Ltd,794735843.0
Universum Wealth (Pty) Ltd,Universum Wealth (Pty) Ltd,37422770.0
Vertu Capital Ltd,Vertu Capital Ltd,693490796.0
"Virtus Investment Advisers, LLC","Virtus Investment Advisers, LLC",33491150037.0
Visio Fund Management (Pty) Ltd,Visio Fund Management (Pty) Ltd,7880870433.0
Vulcan Value Partners,Vulcan Value Partners,7398360071.0
Vunani Fund Managers (Pty) Ltd,Vunani Fund Managers (Pty) Ltd,7503870552.0
Wealth Associates Asset Management,Wealth Associates Asset Management,4964691673.0
WealthStrat (Pty) Ltd,WealthStrat (Pty) Ltd,9427822651.0
Wealthpoint Capital,Wealthpoint Capital,821612115.0
Wealthvest Investment Management (Pty) Ltd,Wealthvest Investment Management (Pty) Ltd,16413898.0
Wealthworks Investments (Pty) Ltd,Wealthworks Investments (Pty) Ltd,622529134.0
Weaver Investment Management,Weaver Investment Management,1606783457.0
WellsFaber (Pty) Ltd,WellsFaber (Pty) Ltd,705022820.0
Woodland Asset Management (Pty) Ltd,Woodland Asset Management (Pty) Ltd,2170898463.0
Zazove Associates LLC,Zazove Associates LLC,1487894401.0
Zeta Asset Management ICC Limited,Zeta Asset Management ICC Limited,755510492.0
abrdn Investments Luxembourg S.A.,abrdn Investments Luxembourg S.A.,6112429237.0
